"season","player_id","player_name","team_id","team_name","shot_zone_basic","shots_attempted","shots_made","percentage","team_average","league_average"
"2013-2014","203103","Perry Jones III","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","23","14","60.87","41.11","39.32"
"2013-2014","203103","Perry Jones III","1610612760","Oklahoma City Thunder","Left Corner 3","25","10","40.00","34.52","39.13"
"2013-2014","203103","Perry Jones III","1610612760","Oklahoma City Thunder","Mid-Range","45","14","31.11","42.50","39.46"
"2013-2014","203103","Perry Jones III","1610612760","Oklahoma City Thunder","Restricted Area","52","33","63.46","63.42","60.83"
"2013-2014","203103","Perry Jones III","1610612760","Oklahoma City Thunder","Right Corner 3","13","6","46.15","35.90","38.92"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","Above the Break 3","5","0","0.00","36.87","35.28"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","2","0","0.00","41.11","39.32"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","Left Corner 3","4","0","0.00","34.52","39.13"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","Mid-Range","4","0","0.00","42.50","39.46"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","Restricted Area","49","31","63.27","63.42","60.83"
"2013-2014","203460","Andre Roberson","1610612760","Oklahoma City Thunder","Right Corner 3","4","2","50.00","35.90","38.92"
"2013-2014","203500","Steven Adams","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","42","15","35.71","41.11","39.32"
"2013-2014","203500","Steven Adams","1610612760","Oklahoma City Thunder","Mid-Range","10","2","20.00","42.50","39.46"
"2013-2014","203500","Steven Adams","1610612760","Oklahoma City Thunder","Restricted Area","133","76","57.14","63.42","60.83"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Above the Break 3","58","27","46.55","36.87","35.28"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Backcourt","1","0","0.00","0.00","3.60"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","4","1","25.00","41.11","39.32"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Left Corner 3","20","7","35.00","34.52","39.13"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Mid-Range","74","27","36.49","42.50","39.46"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Restricted Area","6","3","50.00","63.42","60.83"
"2013-2014","2406","Caron Butler","1610612760","Oklahoma City Thunder","Right Corner 3","23","11","47.83","35.90","38.92"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","Above the Break 3","1","1","100.00","36.87","35.28"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","22","14","63.64","41.11","39.32"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","Left Corner 3","9","1","11.11","34.52","39.13"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","Mid-Range","56","23","41.07","42.50","39.46"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","Restricted Area","146","93","63.70","63.42","60.83"
"2013-2014","2555","Nick Collison","1610612760","Oklahoma City Thunder","Right Corner 3","6","2","33.33","35.90","38.92"
"2013-2014","2570","Kendrick Perkins","1610612760","Oklahoma City Thunder","Above the Break 3","1","0","0.00","36.87","35.28"
"2013-2014","2570","Kendrick Perkins","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","65","28","43.08","41.11","39.32"
"2013-2014","2570","Kendrick Perkins","1610612760","Oklahoma City Thunder","Mid-Range","31","14","45.16","42.50","39.46"
"2013-2014","2570","Kendrick Perkins","1610612760","Oklahoma City Thunder","Restricted Area","96","45","46.88","63.42","60.83"
"2013-2014","2767","Royal Ivey","1610612760","Oklahoma City Thunder","Above the Break 3","1","0","0.00","36.87","35.28"
"2013-2014","2767","Royal Ivey","1610612760","Oklahoma City Thunder","Mid-Range","1","0","0.00","42.50","39.46"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","Above the Break 3","167","71","42.51","36.87","35.28"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","In The Paint (Non-RA)","24","6","25.00","41.11","39.32"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","Left Corner 3","32","11","34.38","34.52","39.13"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","Mid-Range","80","34","42.50","42.50","39.46"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","Restricted Area","28","13","46.43","63.42","60.83"
"2013-2014","965","Derek Fisher","1610612760","Oklahoma City Thunder","Right Corner 3","30","6","20.00","35.90","38.92"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","Above the Break 3","50","17","34.00","36.51","35.28"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","In The Paint (Non-RA)","140","68","48.57","41.29","39.32"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","Left Corner 3","4","2","50.00","40.66","39.13"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","Mid-Range","93","41","44.09","37.82","39.46"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","Restricted Area","313","215","68.69","60.72","60.83"
"2013-2014","101161","Amir Johnson","1610612761","Toronto Raptors","Right Corner 3","12","1","8.33","38.12","38.92"
"2013-2014","101236","Chuck Hayes","1610612761","Toronto Raptors","Backcourt","1","0","0.00","16.67","3.60"
"2013-2014","101236","Chuck Hayes","1610612761","Toronto Raptors","In The Paint (Non-RA)","42","12","28.57","41.29","39.32"
"2013-2014","101236","Chuck Hayes","1610612761","Toronto Raptors","Mid-Range","3","1","33.33","37.82","39.46"
"2013-2014","101236","Chuck Hayes","1610612761","Toronto Raptors","Restricted Area","52","29","55.77","60.72","60.83"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","Above the Break 3","43","17","39.53","36.51","35.28"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","In The Paint (Non-RA)","67","18","26.87","41.29","39.32"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","Left Corner 3","7","2","28.57","40.66","39.13"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","Mid-Range","111","40","36.04","37.82","39.46"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","Restricted Area","98","50","51.02","60.72","60.83"
"2013-2014","200752","Rudy Gay","1610612761","Toronto Raptors","Right Corner 3","9","3","33.33","38.12","38.92"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Above the Break 3","439","168","38.27","36.51","35.28"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Backcourt","2","1","50.00","16.67","3.60"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","In The Paint (Non-RA)","141","54","38.30","41.29","39.32"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Left Corner 3","37","15","40.54","40.66","39.13"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Mid-Range","183","61","33.33","37.82","39.46"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Restricted Area","256","152","59.38","60.72","60.83"
"2013-2014","200768","Kyle Lowry","1610612761","Toronto Raptors","Right Corner 3","22","6","27.27","38.12","38.92"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","Above the Break 3","84","36","42.86","36.51","35.28"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","In The Paint (Non-RA)","1","0","0.00","41.29","39.32"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","Left Corner 3","26","8","30.77","40.66","39.13"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","Mid-Range","22","8","36.36","37.82","39.46"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","Restricted Area","1","0","0.00","60.72","60.83"
"2013-2014","200779","Steve Novak","1610612761","Toronto Raptors","Right Corner 3","12","8","66.67","38.12","38.92"
"2013-2014","201189","Aaron Gray","1610612761","Toronto Raptors","In The Paint (Non-RA)","1","1","100.00","41.29","39.32"
"2013-2014","201189","Aaron Gray","1610612761","Toronto Raptors","Restricted Area","2","1","50.00","60.72","60.83"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","Above the Break 3","8","0","0.00","36.51","35.28"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","In The Paint (Non-RA)","4","1","25.00","41.29","39.32"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","Left Corner 3","1","0","0.00","40.66","39.13"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","Mid-Range","4","3","75.00","37.82","39.46"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","Restricted Area","5","2","40.00","60.72","60.83"
"2013-2014","201571","D.J. Augustin","1610612761","Toronto Raptors","Right Corner 3","2","1","50.00","38.12","38.92"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","Above the Break 3","116","27","23.28","36.51","35.28"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","In The Paint (Non-RA)","207","82","39.61","41.29","39.32"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","Left Corner 3","72","27","37.50","40.66","39.13"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","Mid-Range","723","286","39.56","37.82","39.46"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","Restricted Area","267","172","64.42","60.72","60.83"
"2013-2014","201942","DeMar DeRozan","1610612761","Toronto Raptors","Right Corner 3","22","10","45.45","38.12","38.92"
"2013-2014","201946","Tyler Hansbrough","1610612761","Toronto Raptors","Above the Break 3","1","0","0.00","36.51","35.28"
"2013-2014","201946","Tyler Hansbrough","1610612761","Toronto Raptors","In The Paint (Non-RA)","39","16","41.03","41.29","39.32"
"2013-2014","201946","Tyler Hansbrough","1610612761","Toronto Raptors","Left Corner 3","1","0","0.00","40.66","39.13"
"2013-2014","201946","Tyler Hansbrough","1610612761","Toronto Raptors","Mid-Range","22","5","22.73","37.82","39.46"
"2013-2014","201946","Tyler Hansbrough","1610612761","Toronto Raptors","Restricted Area","133","72","54.14","60.72","60.83"
"2013-2014","201948","Austin Daye","1610612761","Toronto Raptors","Above the Break 3","7","0","0.00","36.51","35.28"
"2013-2014","201948","Austin Daye","1610612761","Toronto Raptors","In The Paint (Non-RA)","1","0","0.00","41.29","39.32"
"2013-2014","201948","Austin Daye","1610612761","Toronto Raptors","Mid-Range","1","0","0.00","37.82","39.46"
"2013-2014","201948","Austin Daye","1610612761","Toronto Raptors","Restricted Area","3","3","100.00","60.72","60.83"
"2013-2014","201948","Austin Daye","1610612761","Toronto Raptors","Right Corner 3","1","0","0.00","38.12","38.92"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Above the Break 3","11","3","27.27","36.51","35.28"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Backcourt","1","0","0.00","16.67","3.60"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","In The Paint (Non-RA)","7","3","42.86","41.29","39.32"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Left Corner 3","6","3","50.00","40.66","39.13"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Mid-Range","17","2","11.76","37.82","39.46"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Restricted Area","14","9","64.29","60.72","60.83"
"2013-2014","201986","Nando De Colo","1610612761","Toronto Raptors","Right Corner 3","4","2","50.00","38.12","38.92"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","Above the Break 3","61","24","39.34","36.51","35.28"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","In The Paint (Non-RA)","51","24","47.06","41.29","39.32"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","Left Corner 3","26","12","46.15","40.66","39.13"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","Mid-Range","120","53","44.17","37.82","39.46"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","Restricted Area","84","52","61.90","60.72","60.83"
"2013-2014","202335","Patrick Patterson","1610612761","Toronto Raptors","Right Corner 3","25","10","40.00","38.12","38.92"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Above the Break 3","202","82","40.59","36.51","35.28"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Backcourt","2","0","0.00","16.67","3.60"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","In The Paint (Non-RA)","123","43","34.96","41.29","39.32"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Left Corner 3","11","3","27.27","40.66","39.13"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Mid-Range","78","41","52.56","37.82","39.46"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Restricted Area","68","35","51.47","60.72","60.83"
"2013-2014","202349","Greivis Vasquez","1610612761","Toronto Raptors","Right Corner 3","24","8","33.33","38.12","38.92"
"2013-2014","202361","Landry Fields","1610612761","Toronto Raptors","Above the Break 3","3","0","0.00","36.51","35.28"
"2013-2014","202361","Landry Fields","1610612761","Toronto Raptors","In The Paint (Non-RA)","17","7","41.18","41.29","39.32"
"2013-2014","202361","Landry Fields","1610612761","Toronto Raptors","Left Corner 3","2","0","0.00","40.66","39.13"
"2013-2014","202361","Landry Fields","1610612761","Toronto Raptors","Mid-Range","9","1","11.11","37.82","39.46"
"2013-2014","202361","Landry Fields","1610612761","Toronto Raptors","Restricted Area","36","19","52.78","60.72","60.83"
"2013-2014","202685","Jonas Valanciunas","1610612761","Toronto Raptors","Above the Break 3","1","0","0.00","36.51","35.28"
"2013-2014","202685","Jonas Valanciunas","1610612761","Toronto Raptors","In The Paint (Non-RA)","185","95","51.35","41.29","39.32"
"2013-2014","202685","Jonas Valanciunas","1610612761","Toronto Raptors","Mid-Range","149","50","33.56","37.82","39.46"
"2013-2014","202685","Jonas Valanciunas","1610612761","Toronto Raptors","Restricted Area","341","214","62.76","60.72","60.83"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","Above the Break 3","14","3","21.43","36.51","35.28"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","In The Paint (Non-RA)","5","0","0.00","41.29","39.32"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","Left Corner 3","2","2","100.00","40.66","39.13"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","Mid-Range","15","3","20.00","37.82","39.46"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","Restricted Area","11","7","63.64","60.72","60.83"
"2013-2014","202779","Dwight Buycks","1610612761","Toronto Raptors","Right Corner 3","1","0","0.00","38.12","38.92"
"2013-2014","202933","Julyan Stone","1610612761","Toronto Raptors","Above the Break 3","5","2","40.00","36.51","35.28"
"2013-2014","202933","Julyan Stone","1610612761","Toronto Raptors","In The Paint (Non-RA)","4","2","50.00","41.29","39.32"
"2013-2014","202933","Julyan Stone","1610612761","Toronto Raptors","Left Corner 3","1","0","0.00","40.66","39.13"
"2013-2014","202933","Julyan Stone","1610612761","Toronto Raptors","Restricted Area","5","3","60.00","60.72","60.83"
"2013-2014","202933","Julyan Stone","1610612761","Toronto Raptors","Right Corner 3","1","0","0.00","38.12","38.92"
"2013-2014","203082","Terrence Ross","1610612761","Toronto Raptors","Above the Break 3","258","98","37.98","36.51","35.28"
"2013-2014","203082","Terrence Ross","1610612761","Toronto Raptors","Backcourt","5","1","20.00","16.67","3.60"
"2013-2014","203082","Terrence Ross","1610612761","Toronto Raptors","In The Paint (Non-RA)","75","35","46.67","41.29","39.32"
